2025-04-29 08:44:44,Operator 1,wrinkle,Potentially Defective,0.50,69,195
2025-04-29 08:44:44,Operator 1,wrinkle,Potentially Defective,0.28,238,454
2025-04-29 08:44:44,Operator 1,rupture,Potentially Defective,0.27,69,76
2025-04-29 08:44:44,Operator 1,wrinkle,Potentially Defective,0.26,511,472
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.75,130,360
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.57,156,447
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.55,72,193
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.41,281,450
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.29,104,240
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.75,131,355
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.63,359,461
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.55,151,456
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.53,73,192
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.47,529,466
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.74,130,358
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.59,305,464
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.58,149,453
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.45,74,194
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.35,582,471
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.29,159,447
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.74,130,361
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.61,276,461
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.51,157,451
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.44,73,193
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.38,584,470
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.32,602,179
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.75,128,361
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.54,278,460
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.51,72,194
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.34,146,468
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.33,545,465
2025-04-29 08:44:45,Operator 1,rupture,Potentially Defective,0.28,599,178
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.26,73,478
2025-04-29 08:44:45,Operator 1,wrinkle,Potentially Defective,0.25,71,311
2025-04-29 08:44:46,Operator 1,rupture,Potentially Defective,0.74,130,352
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.61,343,459
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.47,73,192
2025-04-29 08:44:46,Operator 1,rupture,Potentially Defective,0.73,130,375
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.52,332,452
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.50,544,457
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.47,72,194
2025-04-29 08:44:46,Operator 1,rupture,Potentially Defective,0.74,133,367
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.63,566,466
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.43,74,193
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.41,272,450
2025-04-29 08:44:46,Operator 1,wrinkle,Good,0.86,517,462
2025-04-29 08:44:46,Operator 1,rupture,Potentially Defective,0.74,128,351
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.54,69,196
2025-04-29 08:44:46,Operator 1,wrinkle,Good,0.92,541,462
2025-04-29 08:44:46,Operator 1,rupture,Potentially Defective,0.73,131,388
2025-04-29 08:44:46,Operator 1,wrinkle,Potentially Defective,0.32,70,199
2025-04-29 08:44:47,Operator 1,wrinkle,Good,0.85,475,459
2025-04-29 08:44:47,Operator 1,rupture,Potentially Defective,0.73,131,388
2025-04-29 08:44:47,Operator 1,wrinkle,Potentially Defective,0.28,69,201
2025-04-29 08:44:47,Operator 1,wrinkle,Good,0.89,507,462
2025-04-29 08:44:47,Operator 1,rupture,Potentially Defective,0.74,129,354
2025-04-29 08:44:47,Operator 1,wrinkle,Good,0.82,509,459
2025-04-29 08:44:47,Operator 1,rupture,Potentially Defective,0.75,130,356
2025-04-29 08:44:47,Operator 1,wrinkle,Potentially Defective,0.33,71,198
2025-04-29 08:44:47,Operator 1,rupture,Potentially Defective,0.27,70,76
2025-04-29 08:44:47,Operator 1,wrinkle,Potentially Defective,0.78,527,455
2025-04-29 08:44:47,Operator 1,rupture,Potentially Defective,0.74,130,358
2025-04-29 08:44:47,Operator 1,wrinkle,Potentially Defective,0.30,70,198
2025-04-29 08:44:47,Operator 1,wrinkle,Potentially Defective,0.27,298,448
2025-04-29 08:44:48,Operator 1,wrinkle,Good,0.86,494,454
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.73,129,379
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.35,71,198
2025-04-29 08:44:48,Operator 1,wrinkle,Good,0.85,486,456
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.74,129,365
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.29,70,198
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.26,69,76
2025-04-29 08:44:48,Operator 1,wrinkle,Good,0.89,500,464
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.74,129,362
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.44,71,200
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.75,518,465
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.74,131,367
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.44,70,198
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.27,69,75
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.78,501,465
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.75,129,367
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.57,69,196
2025-04-29 08:44:48,Operator 1,wrinkle,Good,0.81,531,466
2025-04-29 08:44:48,Operator 1,rupture,Potentially Defective,0.75,130,358
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.54,69,194
2025-04-29 08:44:48,Operator 1,wrinkle,Potentially Defective,0.39,272,458
2025-04-29 08:44:49,Operator 1,rupture,Potentially Defective,0.75,130,356
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.74,535,464
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.45,73,194
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.31,271,452
2025-04-29 08:44:49,Operator 1,rupture,Potentially Defective,0.75,130,367
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.74,560,460
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.39,73,194
2025-04-29 08:44:49,Operator 1,rupture,Potentially Defective,0.26,69,76
2025-04-29 08:44:49,Operator 1,rupture,Potentially Defective,0.74,130,362
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.67,527,464
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.42,73,192
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.25,270,451
2025-04-29 08:44:49,Operator 1,rupture,Potentially Defective,0.73,129,367
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.70,533,462
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.44,73,193
2025-04-29 08:44:49,Operator 1,rupture,Potentially Defective,0.75,131,372
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.65,500,463
2025-04-29 08:44:49,Operator 1,wrinkle,Potentially Defective,0.46,74,192
2025-04-29 08:44:49,Operator 1,rupture,Potentially Defective,0.26,69,76
2025-04-29 08:44:50,Operator 1,rupture,Potentially Defective,0.74,131,387
2025-04-29 08:44:50,Operator 1,wrinkle,Potentially Defective,0.68,525,465
2025-04-29 08:44:50,Operator 1,wrinkle,Potentially Defective,0.38,73,194
2025-04-29 08:44:50,Operator 1,wrinkle,Potentially Defective,0.79,500,465
2025-04-29 08:44:50,Operator 1,rupture,Potentially Defective,0.75,129,352
2025-04-29 08:44:50,Operator 1,wrinkle,Potentially Defective,0.48,73,191
2025-04-29 08:44:50,Operator 1,wrinkle,Good,0.83,490,461
2025-04-29 08:44:50,Operator 1,rupture,Potentially Defective,0.74,128,360
2025-04-29 08:44:50,Operator 1,wrinkle,Potentially Defective,0.45,70,194
2025-04-29 08:44:50,Operator 1,wrinkle,Potentially Defective,0.80,477,463
2025-04-29 08:44:50,Operator 1,rupture,Potentially Defective,0.74,131,370
2025-04-29 08:44:50,Operator 1,wrinkle,Potentially Defective,0.54,70,198
2025-04-29 08:44:50,Operator 1,rupture,Potentially Defective,0.25,69,76
2025-04-29 08:44:51,Operator 1,wrinkle,Good,0.87,481,462
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.76,129,352
2025-04-29 08:44:51,Operator 1,wrinkle,Potentially Defective,0.33,73,194
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.75,129,360
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.62,435,453
2025-04-29 08:44:51,Operator 1,wrinkle,Potentially Defective,0.39,465,456
2025-04-29 08:44:51,Operator 1,wrinkle,Potentially Defective,0.37,69,200
2025-04-29 08:44:51,Operator 1,rupture,Good,0.84,398,445
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.75,129,361
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.80,380,447
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.74,129,353
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.72,130,345
2025-04-29 08:44:51,Operator 1,rupture,Potentially Defective,0.70,351,453
2025-04-29 08:44:51,Operator 1,wrinkle,Potentially Defective,0.67,140,205
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.79,302,476
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.61,133,341
2025-04-29 08:44:52,Operator 1,wrinkle,Potentially Defective,0.52,140,202
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.79,434,474
2025-04-29 08:44:52,Operator 1,wrinkle,Potentially Defective,0.56,140,203
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.43,106,239
2025-04-29 08:44:52,Operator 1,wrinkle,Potentially Defective,0.63,140,210
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.50,465,469
2025-04-29 08:44:52,Operator 1,wrinkle,Potentially Defective,0.68,140,208
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.48,410,477
2025-04-29 08:44:52,Operator 1,wrinkle,Potentially Defective,0.61,141,209
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.46,455,470
2025-04-29 08:44:52,Operator 1,rupture,Potentially Defective,0.30,105,245
2025-04-29 08:44:53,Operator 1,wrinkle,Potentially Defective,0.62,140,202
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.57,479,461
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.42,107,247
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.60,469,453
2025-04-29 08:44:53,Operator 1,wrinkle,Potentially Defective,0.57,141,204
2025-04-29 08:44:53,Operator 1,wrinkle,Potentially Defective,0.72,140,212
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.69,405,466
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.33,105,242
2025-04-29 08:44:53,Operator 1,wrinkle,Potentially Defective,0.67,140,207
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.67,440,467
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.35,105,246
2025-04-29 08:44:53,Operator 1,rupture,Potentially Defective,0.61,375,478
2025-04-29 08:44:53,Operator 1,wrinkle,Potentially Defective,0.59,141,208
2025-04-29 08:44:54,Operator 1,wrinkle,Potentially Defective,0.65,140,208
2025-04-29 08:44:54,Operator 1,rupture,Potentially Defective,0.53,454,465
2025-04-29 08:44:54,Operator 1,wrinkle,Potentially Defective,0.68,139,206
2025-04-29 08:44:54,Operator 1,rupture,Potentially Defective,0.53,458,465
2025-04-29 08:44:54,Operator 1,wrinkle,Potentially Defective,0.67,140,209
2025-04-29 08:44:54,Operator 1,rupture,Potentially Defective,0.49,451,466
2025-04-29 08:44:54,Operator 1,wrinkle,Potentially Defective,0.64,140,204
2025-04-29 08:44:54,Operator 1,rupture,Potentially Defective,0.53,444,469
2025-04-29 08:44:54,Operator 1,rupture,Potentially Defective,0.43,108,235
2025-04-29 08:44:54,Operator 1,wrinkle,Potentially Defective,0.63,140,208
2025-04-29 08:44:54,Operator 1,rupture,Potentially Defective,0.54,397,479
2025-04-29 08:44:54,Operator 1,rupture,Potentially Defective,0.26,107,227
2025-04-29 08:44:55,Operator 1,wrinkle,Potentially Defective,0.66,140,211
2025-04-29 08:44:55,Operator 1,rupture,Potentially Defective,0.54,446,466
2025-04-29 08:44:55,Operator 1,wrinkle,Potentially Defective,0.65,140,206
2025-04-29 08:44:55,Operator 1,rupture,Potentially Defective,0.56,455,466
2025-04-29 08:44:55,Operator 1,rupture,Potentially Defective,0.64,465,475
2025-04-29 08:44:55,Operator 1,wrinkle,Potentially Defective,0.54,140,204
2025-04-29 08:44:55,Operator 1,rupture,Potentially Defective,0.27,107,236
2025-04-29 08:44:55,Operator 1,wrinkle,Potentially Defective,0.61,140,200
2025-04-29 08:44:55,Operator 1,rupture,Potentially Defective,0.60,457,463
2025-04-29 08:44:56,Operator 1,wrinkle,Potentially Defective,0.63,140,205
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.55,465,465
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.37,108,242
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.55,476,461
2025-04-29 08:44:56,Operator 1,wrinkle,Potentially Defective,0.51,140,202
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.40,110,240
2025-04-29 08:44:56,Operator 1,wrinkle,Potentially Defective,0.62,140,207
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.55,473,461
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.29,114,240
2025-04-29 08:44:56,Operator 1,wrinkle,Potentially Defective,0.63,141,207
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.50,393,478
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.56,471,461
2025-04-29 08:44:56,Operator 1,rupture,Potentially Defective,0.45,119,242
2025-04-29 08:44:56,Operator 1,wrinkle,Potentially Defective,0.38,141,205
2025-04-29 08:44:57,Operator 1,wrinkle,Potentially Defective,0.58,140,206
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.55,449,466
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.50,117,244
2025-04-29 08:44:57,Operator 1,wrinkle,Potentially Defective,0.50,141,207
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.50,402,478
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.27,118,226
2025-04-29 08:44:57,Operator 1,wrinkle,Potentially Defective,0.58,139,209
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.48,489,461
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.29,112,251
2025-04-29 08:44:57,Operator 1,wrinkle,Potentially Defective,0.74,140,212
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.52,472,461
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.31,106,247
2025-04-29 08:44:57,Operator 1,wrinkle,Potentially Defective,0.63,140,206
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.56,470,459
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.52,106,245
2025-04-29 08:44:57,Operator 1,wrinkle,Potentially Defective,0.59,140,208
2025-04-29 08:44:57,Operator 1,rupture,Potentially Defective,0.47,426,464
2025-04-29 08:44:58,Operator 1,wrinkle,Potentially Defective,0.62,140,207
2025-04-29 08:44:58,Operator 1,rupture,Potentially Defective,0.58,319,478
2025-04-29 08:44:58,Operator 1,rupture,Potentially Defective,0.31,481,458
2025-04-29 08:44:58,Operator 1,rupture,Potentially Defective,0.64,325,478
2025-04-29 08:44:58,Operator 1,wrinkle,Potentially Defective,0.51,141,203
2025-04-29 08:44:58,Operator 1,rupture,Potentially Defective,0.32,103,214
2025-04-29 08:44:58,Operator 1,rupture,Potentially Defective,0.76,319,478
2025-04-29 08:44:58,Operator 1,wrinkle,Potentially Defective,0.48,141,203
2025-04-29 08:44:58,Operator 1,rupture,Potentially Defective,0.72,322,478
2025-04-29 08:44:58,Operator 1,wrinkle,Potentially Defective,0.53,141,204
2025-04-29 08:44:58,Operator 1,rupture,Potentially Defective,0.74,317,478
2025-04-29 08:44:58,Operator 1,wrinkle,Potentially Defective,0.53,140,203
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.76,309,478
2025-04-29 08:44:59,Operator 1,wrinkle,Potentially Defective,0.62,139,207
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.37,103,218
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.73,313,478
2025-04-29 08:44:59,Operator 1,wrinkle,Potentially Defective,0.45,140,200
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.38,103,210
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.65,324,478
2025-04-29 08:44:59,Operator 1,wrinkle,Potentially Defective,0.53,140,207
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.29,104,230
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.27,454,462
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.71,309,477
2025-04-29 08:44:59,Operator 1,wrinkle,Potentially Defective,0.53,140,205
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.39,105,229
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.68,403,477
2025-04-29 08:44:59,Operator 1,wrinkle,Potentially Defective,0.58,140,206
2025-04-29 08:44:59,Operator 1,rupture,Potentially Defective,0.48,106,216
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.66,413,477
2025-04-29 08:45:00,Operator 1,wrinkle,Potentially Defective,0.61,140,207
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.46,106,216
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.63,417,471
2025-04-29 08:45:00,Operator 1,wrinkle,Potentially Defective,0.46,139,205
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.68,397,477
2025-04-29 08:45:00,Operator 1,wrinkle,Potentially Defective,0.58,140,207
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.32,48,93
2025-04-29 08:45:00,Operator 1,wrinkle,Potentially Defective,0.68,140,210
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.58,422,468
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.28,74,90
2025-04-29 08:45:00,Operator 1,rupture,Potentially Defective,0.25,106,237
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.64,140,210
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.50,467,468
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.51,466,467
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.50,140,207
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.64,140,206
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.43,481,466
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.27,627,464
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.65,140,210
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.51,475,468
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.37,540,465
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.29,107,239
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.67,140,210
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.57,476,468
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.39,530,463
2025-04-29 08:45:01,Operator 1,wrinkle,Potentially Defective,0.64,140,209
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.53,483,471
2025-04-29 08:45:01,Operator 1,rupture,Potentially Defective,0.42,120,248
2025-04-29 08:45:02,Operator 1,wrinkle,Potentially Defective,0.56,140,207
2025-04-29 08:45:02,Operator 1,rupture,Potentially Defective,0.42,474,471
2025-04-29 08:45:02,Operator 1,wrinkle,Potentially Defective,0.38,518,476
2025-04-29 08:45:02,Operator 1,rupture,Potentially Defective,0.30,119,245
